Concept	Frequency	Family	Tag	Random_Walk_Community	Random_Walk_Links	Language_Count	Language_Count_Weighted	Cognate_Count	Cognate_Count_Weighted
LOVE	5	Cariban	emotion	4	PITY:1.13;GRIEF:0.41;REGRET:0.54;WANT:1.07	PITY:1.00;WANT:1.00	PITY:0.11;WANT:0.04	WANT:1.00	WANT:0.04
WANT	5	Cariban	emotion	4	PITY:0.44;GRIEF:0.08;LOVE:1.07;REGRET:0.27	LOVE:1.00	LOVE:0.04	LOVE:1.00	LOVE:0.04
CHIN	5	Cariban	human body part	11	JAW:3.00	JAW:1.00	JAW:0.06	JAW:1.00	JAW:0.06
FACE	5	Cariban	human body part	9	CHEEK:3.00	CHEEK:3.00	CHEEK:0.56	CHEEK:2.00	CHEEK:0.25
FINGER	5	Cariban	human body part	12	HAND:2.25	HAND:1.00	HAND:0.04	HAND:1.00	HAND:0.04
TOE	5	Cariban	human body part	3	FOOT:1.26;LEG:0.49	FOOT:1.00	FOOT:0.04	FOOT:1.00	FOOT:0.04
CHEST	5	Chocoan	human body part	5					
FINGER	5	Chocoan	human body part	7	TOE:3.00	TOE:1.00	TOE:0.04	TOE:1.00	TOE:0.04
TOE	5	Chocoan	human body part	7	FINGER:3.00	FINGER:1.00	FINGER:0.04	FINGER:1.00	FINGER:0.04
PITY	5	Pano-Tacanan	emotion	3	HAPPY:0.23;LOVE:1.14;GOOD:0.01	LOVE:2.00	LOVE:0.16	LOVE:1.00	LOVE:0.04
ENVY	5	Tupian	emotion	1	PAIN:0.17;LOVE:0.13;BAD:0.11;WANT:0.84	WANT:1.00	WANT:0.04	WANT:1.00	WANT:0.04
SHAME	5	Tupian	emotion	2	FEAR (FRIGHT):1.04;BAD:0.01	FEAR (FRIGHT):1.00	FEAR (FRIGHT):0.04	FEAR (FRIGHT):1.00	FEAR (FRIGHT):0.04
SURPRISED	5	Tupian	emotion	5					
CHIN	5	Tupian	human body part	6	JAW:1.83	JAW:1.00	JAW:0.04	JAW:1.00	JAW:0.04
ELBOW	5	Tupian	human body part	7					
HIP	5	Tupian	human body part	2	BUTTOCKS:0.01;FOOT:0.01;BELLY:0.04				
NIPPLE	5	Tupian	human body part	1	BREAST:0.71;CHEST:0.23;TOOTH:0.02	BREAST:1.00	BREAST:0.04	BREAST:1.00	BREAST:0.04
YELLOW	50	Afro-Asiatic	color	1	RED:0.44;BLACK:0.06;BLUE:0.58;GREEN:0.56	GREEN:1.00;RED:1.00;BLUE:1.00	GREEN:0.00;RED:0.00;BLUE:0.00	BLUE:1.00	BLUE:0.00
REGRET	51	Sino-Tibetan	emotion	5	SAD:2.29	SAD:9.00	SAD:0.03	SAD:7.00	SAD:0.02
WRIST	51	Sino-Tibetan	human body part	5	FOOT:0.05;ARM:0.26;CHEEK:0.01;ELBOW:0.53;FINGER:0.02;HAND:0.22;LEG:0.06;NECK:0.06;SHOULDER:0.01;TOE:0.02	ARM:1.00;ELBOW:3.00	ARM:0.00;ELBOW:0.00	ELBOW:3.00	ELBOW:0.00
CHIN	53	Indo-European	human body part	2	BUTTOCKS:0.04;CHEEK:0.38;FACE:0.10;FOREHEAD:0.01;JAW:0.65;LIP:0.01;MOUTH:0.06	JAW:3.00;CHEEK:1.00	JAW:0.00;CHEEK:0.00	CHEEK:1.00	CHEEK:0.00
ANGRY	53	Sino-Tibetan	emotion	1	ENVY:0.02;PAIN:0.01;HATE:0.14;WANT:0.01	HATE:1.00	HATE:0.00	HATE:1.00	HATE:0.00
HEEL	54	Indo-European	human body part	4	BUTTOCKS:0.01;FOOT:0.38;KNEE:0.29;ANKLE:0.29;HAND:0.01;HIP:0.06;LEG:0.40;LIP:0.02;MOUTH:0.01	LEG:1.00;KNEE:1.00;FOOT:1.00;ANKLE:1.00	LEG:0.00;KNEE:0.00;FOOT:0.00;ANKLE:0.00	ANKLE:1.00	ANKLE:0.00
HEEL	54	Pama-Nyungan	human body part	3	ANKLE:1.78	ANKLE:6.00	ANKLE:0.01	ANKLE:4.00	ANKLE:0.01
GREEN	55	Indo-European	color	1	GREY:0.60;BLUE:0.80	BLUE:4.00;GREY:1.00	BLUE:0.01;GREY:0.00	GREY:1.00	GREY:0.00
YELLOW	55	Indo-European	color	4					
BACK	55	Indo-European	human body part	6	BUTTOCKS:0.02;HIP:0.02;NAVEL:0.02				
CHEEK	55	Indo-European	human body part	2	BUTTOCKS:0.15;FOOT:0.01;CHIN:0.38;FACE:0.22;FOREHEAD:0.02;HEAD:0.01;HIP:0.02;JAW:0.56;LEG:0.01;LIP:0.03;MOUTH:0.11;NOSE:0.01	JAW:3.00;CHIN:1.00;FACE:1.00;BUTTOCKS:1.00	JAW:0.00;CHIN:0.00;FACE:0.00;BUTTOCKS:0.00	BUTTOCKS:1.00	BUTTOCKS:0.00
ELBOW	55	Indo-European	human body part	5	ARM:0.41;FINGER:0.31;HAND:0.44;NECK:0.02;SHOULDER:0.03;TOE:0.18;WRIST:0.26	ARM:1.00;WRIST:1.00;HAND:1.00;FINGER:1.00	ARM:0.00;WRIST:0.00;HAND:0.00;FINGER:0.00	FINGER:1.00	FINGER:0.00
TOE	55	Indo-European	human body part	5	ARM:0.22;ELBOW:0.18;FINGER:1.52;FOREHEAD:0.02;HAND:0.29;SHOULDER:0.03;WRIST:0.17	FINGER:20.00;HAND:1.00	FINGER:0.13;HAND:0.00	HAND:1.00	HAND:0.00
CHIN	55	Pama-Nyungan	human body part	7	CHEEK:1.67;JAW:0.86	CHEEK:3.00	CHEEK:0.00	CHEEK:2.00	CHEEK:0.00
BLUE	56	Indo-European	color	1	GREY:0.43;WHITE:0.01;GREEN:0.80	GREEN:4.00;GREY:1.00	GREEN:0.01;GREY:0.00	GREY:1.00	GREY:0.00
GRIEF	56	Indo-European	emotion	1	ENVY:0.13;ANGER:0.38;FEAR (FRIGHT):0.23;ANXIETY:0.77;PITY:0.73;PAIN:0.75;REGRET:0.58;BAD:0.12	PITY:3.00;PAIN:4.00;ANXIETY:2.00;REGRET:2.00;ANGER:1.00	PITY:0.01;PAIN:0.01;ANXIETY:0.00;REGRET:0.00;ANGER:0.00	ANGER:1.00	ANGER:0.00
WANT	56	Indo-European	emotion	2	FEAR (FRIGHT):0.03;ANXIETY:0.01;HAPPY:0.12;LOVE:0.58;LIKE:0.58;BAD:0.01	LOVE:3.00;LIKE:2.00	LOVE:0.00;LIKE:0.01	LIKE:2.00	LIKE:0.01
BREAST	56	Indo-European	human body part	1	BELLY:0.07;CHEST:1.64;FACE:0.01;NIPPLE:0.75	CHEST:16.00;NIPPLE:3.00	CHEST:0.08;NIPPLE:0.01	NIPPLE:2.00	NIPPLE:0.00
EAR	56	Indo-European	human body part	2	MOUTH:0.01				
EYE	56	Indo-European	human body part	7	BUTTOCKS:0.01;HEAD:0.03				
FOOT	56	Indo-European	human body part	4	BUTTOCKS:0.05;HEEL:0.38;KNEE:0.48;ANKLE:0.51;ARM:0.01;CHEEK:0.01;HIP:0.16;LEG:1.65;SHOULDER:0.02	LEG:27.00;KNEE:1.00;ANKLE:1.00;HEEL:1.00	LEG:0.23;KNEE:0.00;ANKLE:0.00;HEEL:0.00	HEEL:1.00	HEEL:0.00
HAND	56	Indo-European	human body part	5	HEEL:0.01;ARM:1.04;ELBOW:0.44;FINGER:0.38;FOREHEAD:0.01;NECK:0.01;SHOULDER:0.17;TOE:0.29;WRIST:0.59	ARM:20.00;WRIST:3.00;ELBOW:1.00;FINGER:2.00;TOE:1.00	ARM:0.13;WRIST:0.01;ELBOW:0.00;FINGER:0.00;TOE:0.00	TOE:1.00	TOE:0.00
HEAD	56	Indo-European	human body part	7	BUTTOCKS:0.02;CHEEK:0.01;EYE:0.03;FACE:0.02;FOREHEAD:0.16;LEG:0.01;LIP:0.02;MOUTH:0.01;NOSE:0.01	FOREHEAD:1.00	FOREHEAD:0.00	FOREHEAD:1.00	FOREHEAD:0.00
KNEE	56	Indo-European	human body part	4	BUTTOCKS:0.01;FOOT:0.48;HEEL:0.29;ANKLE:0.31;HIP:0.06;LEG:0.51;NAVEL:0.02;SHOULDER:0.01	LEG:1.00;FOOT:1.00;ANKLE:1.00;HEEL:1.00	LEG:0.00;FOOT:0.00;ANKLE:0.00;HEEL:0.00	HEEL:1.00	HEEL:0.00
LEG	56	Indo-European	human body part	4	BUTTOCKS:0.05;FOOT:1.65;HEEL:0.40;KNEE:0.51;ANKLE:0.54;ARM:0.01;CHEEK:0.01;HEAD:0.01;HIP:0.17;SHOULDER:0.02	FOOT:27.00;KNEE:1.00;ANKLE:1.00;HEEL:1.00	FOOT:0.23;KNEE:0.00;ANKLE:0.00;HEEL:0.00	HEEL:1.00	HEEL:0.00
MOUTH	56	Indo-European	human body part	2	BUTTOCKS:0.01;HEEL:0.01;CHEEK:0.11;CHIN:0.06;EAR:0.01;FACE:0.35;FOREHEAD:0.03;HEAD:0.01;HIP:0.01;JAW:0.19;LIP:0.33;NOSE:0.20	FACE:3.00;JAW:1.00;LIP:2.00	FACE:0.00;JAW:0.00;LIP:0.00	LIP:2.00	LIP:0.00
NAVEL	56	Indo-European	human body part	6	KNEE:0.02;BACK:0.02;FACE:0.01;HIP:0.02;NIPPLE:0.01				
NECK	56	Indo-European	human body part	8	ARM:0.01;ELBOW:0.02;HAND:0.01;TONGUE:0.01				
NOSE	56	Indo-European	human body part	2	CHEEK:0.01;FACE:0.04;HEAD:0.01;JAW:0.02;LIP:0.10;MOUTH:0.20				
TONGUE	56	Indo-European	human body part	8	NECK:0.01				
TOOTH	56	Indo-European	human body part	9					
NECK	56	Pama-Nyungan	human body part	4	FOOT:0.01;BACK:0.05;FACE:0.01;FOREHEAD:0.02;LEG:0.02;SHOULDER:0.23				
LIP	57	Afro-Asiatic	human body part	6	CHEST:0.01;EYE:0.01;FACE:0.03;FOREHEAD:0.01;MOUTH:0.73;NECK:0.07;NOSE:0.03;TONGUE:0.10	MOUTH:3.00	MOUTH:0.00	MOUTH:3.00	MOUTH:0.00
BLACK	57	Indo-European	color	3					
RED	57	Indo-European	color	2	WHITE:0.02				
WHITE	57	Indo-European	color	2	RED:0.02;BLUE:0.01				
BAD	57	Indo-European	emotion	1	ENVY:0.07;ANGER:0.29;FEAR (FRIGHT):0.10;ANXIETY:0.07;PITY:0.04;GRIEF:0.12;PAIN:0.27;REGRET:0.04;WANT:0.01	PAIN:1.00;ANGER:1.00	PAIN:0.00;ANGER:0.00	ANGER:1.00	ANGER:0.00
GOOD	57	Indo-European	emotion	7					
LOVE	57	Indo-European	emotion	2	HAPPY:0.32;LIKE:0.85;WANT:0.58	WANT:3.00;LIKE:4.00;HAPPY:1.00	WANT:0.00;LIKE:0.03;HAPPY:0.00	HAPPY:1.00	HAPPY:0.00
PAIN	57	Indo-European	emotion	1	ENVY:0.08;ANGER:0.32;FEAR (FRIGHT):0.11;ANXIETY:0.25;PITY:0.24;GRIEF:0.75;REGRET:0.19;BAD:0.27	GRIEF:4.00;ANGER:1.00;BAD:1.00	GRIEF:0.01;ANGER:0.00;BAD:0.00	BAD:1.00	BAD:0.00
ARM	57	Indo-European	human body part	5	FOOT:0.01;ELBOW:0.41;FINGER:0.33;HAND:1.04;LEG:0.01;NECK:0.01;SHOULDER:0.35;TOE:0.22;WRIST:0.53	HAND:20.00;WRIST:2.00;ELBOW:1.00;FINGER:2.00;SHOULDER:2.00	HAND:0.13;WRIST:0.00;ELBOW:0.00;FINGER:0.00;SHOULDER:0.00	SHOULDER:2.00	SHOULDER:0.00
CHEST	57	Indo-European	human body part	1	BREAST:1.64;BELLY:0.10;NIPPLE:0.39	BREAST:16.00	BREAST:0.08	BREAST:4.00	BREAST:0.01
FACE	57	Indo-European	human body part	2	BREAST:0.01;BUTTOCKS:0.02;CHEEK:0.22;CHIN:0.10;FOREHEAD:0.12;HEAD:0.02;HIP:0.01;JAW:0.25;LIP:0.08;MOUTH:0.35;NAVEL:0.01;NIPPLE:0.02;NOSE:0.04	JAW:1.00;MOUTH:3.00;FOREHEAD:1.00;CHEEK:1.00	JAW:0.00;MOUTH:0.00;FOREHEAD:0.00;CHEEK:0.00	CHEEK:1.00	CHEEK:0.00
FINGER	57	Indo-European	human body part	5	ARM:0.33;ELBOW:0.31;FOREHEAD:0.02;HAND:0.38;SHOULDER:0.04;TOE:1.52;WRIST:0.29	TOE:20.00;ARM:2.00;ELBOW:1.00;WRIST:1.00;HAND:2.00	TOE:0.13;ARM:0.00;ELBOW:0.00;WRIST:0.00;HAND:0.00	HAND:2.00	HAND:0.00
FOREHEAD	57	Indo-European	human body part	7	CHEEK:0.02;CHIN:0.01;FACE:0.12;FINGER:0.02;HAND:0.01;HEAD:0.16;JAW:0.03;LIP:0.01;MOUTH:0.03;TOE:0.02	FACE:1.00;HEAD:1.00	FACE:0.00;HEAD:0.00	HEAD:1.00	HEAD:0.00
JAW	57	Indo-European	human body part	2	BUTTOCKS:0.06;CHEEK:0.56;CHIN:0.65;FACE:0.25;FOREHEAD:0.03;HIP:0.01;LIP:0.04;MOUTH:0.19;NOSE:0.02	CHEEK:3.00;FACE:1.00;MOUTH:1.00;CHIN:3.00	CHEEK:0.00;FACE:0.00;MOUTH:0.00;CHIN:0.00	CHIN:2.00	CHIN:0.00
LIP	57	Indo-European	human body part	2	BUTTOCKS:0.01;HEEL:0.02;CHEEK:0.03;CHIN:0.01;FACE:0.08;FOREHEAD:0.01;HEAD:0.02;HIP:0.01;JAW:0.04;MOUTH:0.33;NOSE:0.10	MOUTH:2.00	MOUTH:0.00	MOUTH:2.00	MOUTH:0.00
SHOULDER	57	Indo-European	human body part	5	FOOT:0.02;KNEE:0.01;ARM:0.35;ELBOW:0.03;FINGER:0.04;HAND:0.17;LEG:0.02;TOE:0.03;WRIST:0.05	ARM:2.00	ARM:0.00	ARM:2.00	ARM:0.00
BUTTOCKS	58	Afro-Asiatic	human body part	2	FOOT:0.01;CHEST:0.01;HIP:0.27;LEG:0.01;MOUTH:0.02				
CHEEK	58	Pama-Nyungan	human body part	7	CHIN:1.67;JAW:1.18	CHIN:3.00;JAW:1.00	CHIN:0.00;JAW:1.00	JAW:1.00	JAW:1.00
SAD	58	Sino-Tibetan	emotion	5	REGRET:2.29	REGRET:9.00	REGRET:0.03	REGRET:7.00	REGRET:0.02
CHIN	59	Afro-Asiatic	human body part	8	CHEEK:0.40;EAR:0.02;JAW:0.99;TOOTH:0.43	TOOTH:1.00;JAW:1.00	TOOTH:0.00;JAW:0.02	JAW:1.00	JAW:0.02
CHEST	59	Pama-Nyungan	human body part	1	BREAST:1.50	BREAST:2.00	BREAST:0.00	BREAST:2.00	BREAST:0.00
FOREHEAD	59	Pama-Nyungan	human body part	9	FACE:1.20;HEAD:1.08;NECK:0.02;SHOULDER:0.02	HEAD:1.00;FACE:1.00	HEAD:0.00;FACE:1.00	FACE:1.00	FACE:1.00
ANGER	6	Afro-Asiatic	emotion	1					
FEAR (FRIGHT)	6	Afro-Asiatic	emotion	2	ANXIETY:3.00	ANXIETY:1.00	ANXIETY:0.04	ANXIETY:1.00	ANXIETY:0.04
REGRET	6	Afro-Asiatic	emotion	7					
SHAME	6	Afro-Asiatic	emotion	5					
ANKLE	6	Afro-Asiatic	human body part	2	FOOT:0.56;HEEL:1.09;EAR:0.01;HIP:0.01;LEG:0.62	HEEL:1.00	HEEL:0.03	HEEL:1.00	HEEL:0.03
BELLY	6	Afro-Asiatic	human body part	7	HEAD:0.01				
EYEBROW	6	Afro-Asiatic	human body part	3	EYELASH:1.78	EYELASH:2.00	EYELASH:0.16	EYELASH:2.00	EYELASH:0.16
HIP	6	Afro-Asiatic	human body part	2	BUTTOCKS:0.27;FOOT:0.14;HEEL:0.04;ANKLE:0.01;EAR:0.01;LEG:0.24				
LOVE	6	Arawakan	emotion	5	WANT:3.00	WANT:1.00	WANT:0.03	WANT:1.00	WANT:0.03
PAIN	6	Arawakan	emotion	4					
WANT	6	Arawakan	emotion	5	LOVE:3.00	LOVE:1.00	LOVE:0.03	LOVE:1.00	LOVE:0.03
HEEL	6	Arawakan	human body part	3	SHOULDER:1.50	SHOULDER:1.00	SHOULDER:0.03	SHOULDER:1.00	SHOULDER:0.03
DOUBT	6	Austronesian	emotion	4	ANXIETY:0.89;PITY:0.05;GRIEF:0.18;LOVE:0.02;REGRET:0.05;WANT:0.01	ANXIETY:1.00	ANXIETY:0.03	ANXIETY:1.00	ANXIETY:0.03
ARM	6	Cariban	human body part	6					
CHEST	6	Cariban	human body part	10					
ELBOW	6	Cariban	human body part	5	KNEE:3.00	KNEE:1.00	KNEE:0.03	KNEE:1.00	KNEE:0.03
KNEE	6	Cariban	human body part	5	ELBOW:3.00	ELBOW:1.00	ELBOW:0.03	ELBOW:1.00	ELBOW:0.03
LIP	6	Cariban	human body part	13					
BAD	6	Chocoan	emotion	6					
GOOD	6	Chocoan	emotion	5					
ARM	6	Chocoan	human body part	3	HAND:1.61;LIP:0.04;SHOULDER:0.28	HAND:2.00	HAND:0.11	HAND:1.00	HAND:0.03
BREAST	6	Chocoan	human body part	1					
EYE	6	Chocoan	human body part	6	FACE:0.60				
FOOT	6	Chocoan	human body part	2	LEG:1.77	LEG:5.00	LEG:0.69	LEG:2.00	LEG:0.11
FOREHEAD	6	Chocoan	human body part	8					
HAND	6	Chocoan	human body part	3	ARM:1.61;LIP:0.01;SHOULDER:0.14	ARM:2.00	ARM:0.11	ARM:1.00	ARM:0.03
HEAD	6	Chocoan	human body part	9					
LEG	6	Chocoan	human body part	2	FOOT:1.77	FOOT:5.00	FOOT:0.69	FOOT:2.00	FOOT:0.11
LIP	6	Chocoan	human body part	3	ARM:0.04;HAND:0.01;SHOULDER:0.21				
NECK	6	Chocoan	human body part	10					
NOSE	6	Chocoan	human body part	11					
SHOULDER	6	Chocoan	human body part	3	ARM:0.28;HAND:0.14;LIP:0.21				
TOOTH	6	Chocoan	human body part	12					
CHIN	6	Pano-Tacanan	human body part	8	JAW:3.00	JAW:3.00	JAW:0.25	JAW:1.00	JAW:0.03
HIP	6	Pano-Tacanan	human body part	2	BUTTOCKS:0.01;BACK:1.32;SHOULDER:0.42	BACK:1.00	BACK:0.03	BACK:1.00	BACK:0.03
FEAR (FRIGHT)	6	Tupian	emotion	2	SHAME:1.04	SHAME:1.00	SHAME:0.04	SHAME:1.00	SHAME:0.04
LOVE	6	Tupian	emotion	1	ENVY:0.13;PAIN:0.17;BAD:0.11;WANT:0.84	WANT:1.00	WANT:0.03	WANT:2.00	WANT:0.11
CHEST	6	Tupian	human body part	1	BREAST:0.82;NIPPLE:0.23	BREAST:1.00	BREAST:0.03	BREAST:1.00	BREAST:0.03
HEEL	6	Tupian	human body part	4	SHOULDER:0.13				
JAW	6	Tupian	human body part	6	CHIN:1.83	CHIN:1.00	CHIN:0.04	CHIN:1.00	CHIN:0.04
GREY	6	Turkic	color	1	BLUE:1.12	BLUE:1.00	BLUE:0.03	BLUE:1.00	BLUE:0.03
LIKE	6	Turkic	emotion	5	LOVE:2.00	LOVE:1.00	LOVE:0.03	LOVE:1.00	LOVE:0.03
ARM	60	Afro-Asiatic	human body part	5	BACK:0.03;EYE:0.04;FACE:0.08;FOREHEAD:0.04;HAND:1.29;NOSE:0.01;WRIST:0.96	HAND:5.00;WRIST:1.00	HAND:0.39;WRIST:0.06	WRIST:1.00	WRIST:0.06
KNEE	60	Pama-Nyungan	human body part	4	BACK:0.01				
NAVEL	60	Pama-Nyungan	human body part	11					
BLACK	61	Afro-Asiatic	color	1	RED:0.01;BLUE:0.34;YELLOW:0.06;GREEN:0.16	BLUE:1.00	BLUE:0.00	BLUE:1.00	BLUE:0.00
RED	61	Afro-Asiatic	color	1	BLACK:0.01;BLUE:0.16;YELLOW:0.44;GREEN:0.15	YELLOW:1.00	YELLOW:0.00	YELLOW:1.00	YELLOW:0.00
WHITE	61	Afro-Asiatic	color	2					
GOOD	61	Afro-Asiatic	emotion	8					
BREAST	61	Afro-Asiatic	human body part	1	CHEST:0.29;NIPPLE:0.96	CHEST:1.00;NIPPLE:1.00	CHEST:0.00;NIPPLE:0.04	NIPPLE:1.00	NIPPLE:0.04
CHEEK	61	Afro-Asiatic	human body part	8	CHIN:0.40;JAW:1.24;TOOTH:0.05	JAW:1.00	JAW:0.02	JAW:1.00	JAW:0.02
CHEST	61	Afro-Asiatic	human body part	1	BREAST:0.29;BUTTOCKS:0.01;EAR:0.01;LIP:0.01;MOUTH:0.01;NIPPLE:0.05	BREAST:1.00	BREAST:0.00	BREAST:1.00	BREAST:0.00
EAR	61	Afro-Asiatic	human body part	2	FOOT:0.06;HEEL:0.03;ANKLE:0.01;CHEST:0.01;CHIN:0.02;HIP:0.01;LEG:0.09;TOOTH:0.11				
EYE	61	Afro-Asiatic	human body part	10	ARM:0.04;FACE:1.38;FOREHEAD:0.51;HAND:0.01;LIP:0.01;MOUTH:0.05;NECK:0.01;TONGUE:0.02;WRIST:0.01	FACE:8.00	FACE:0.02	FACE:4.00	FACE:0.00
FACE	61	Afro-Asiatic	human body part	10	ARM:0.08;EYE:1.38;FOREHEAD:1.14;HAND:0.05;LIP:0.03;MOUTH:0.09;NECK:0.02;TONGUE:0.04;WRIST:0.03	EYE:8.00;FOREHEAD:2.00	EYE:0.02;FOREHEAD:0.06	FOREHEAD:2.00	FOREHEAD:0.06
FINGER	61	Afro-Asiatic	human body part	11	TOE:1.30	TOE:3.00	TOE:0.18	TOE:3.00	TOE:0.18
HEAD	61	Afro-Asiatic	human body part	7	BELLY:0.01				
KNEE	61	Afro-Asiatic	human body part	4					
LEG	61	Afro-Asiatic	human body part	2	BUTTOCKS:0.01;FOOT:1.50;HEEL:0.89;ANKLE:0.62;EAR:0.09;HIP:0.24;TOOTH:0.02	FOOT:6.00;HEEL:1.00	FOOT:0.56;HEEL:0.02	HEEL:1.00	HEEL:0.02
MOUTH	61	Afro-Asiatic	human body part	6	BUTTOCKS:0.02;BACK:0.05;CHEST:0.01;EYE:0.05;FACE:0.09;FOREHEAD:0.05;LIP:0.73;NECK:0.22;NOSE:0.01;SHOULDER:0.03;TONGUE:0.44	LIP:3.00	LIP:0.00	LIP:3.00	LIP:0.00
NECK	61	Afro-Asiatic	human body part	6	EYE:0.01;FACE:0.02;FOREHEAD:0.01;LIP:0.07;MOUTH:0.22;SHOULDER:0.37;TONGUE:0.12	SHOULDER:1.00	SHOULDER:0.00	SHOULDER:1.00	SHOULDER:0.00
NOSE	61	Afro-Asiatic	human body part	6	ARM:0.01;LIP:0.03;MOUTH:0.01				
SHOULDER	61	Afro-Asiatic	human body part	6	MOUTH:0.03;NECK:0.37;TONGUE:0.01	NECK:1.00	NECK:0.00	NECK:1.00	NECK:0.00
TONGUE	61	Afro-Asiatic	human body part	6	EYE:0.02;FACE:0.04;FOREHEAD:0.01;LIP:0.10;MOUTH:0.44;NECK:0.12;SHOULDER:0.01				
TOOTH	61	Afro-Asiatic	human body part	8	FOOT:0.01;HEEL:0.01;CHEEK:0.05;CHIN:0.43;EAR:0.11;JAW:0.09;LEG:0.02	CHIN:1.00	CHIN:0.00	CHIN:1.00	CHIN:0.00
ANKLE	61	Pama-Nyungan	human body part	3	HEEL:1.78	HEEL:6.00	HEEL:0.01	HEEL:4.00	HEEL:0.01
BACK	61	Pama-Nyungan	human body part	4	FOOT:0.04;KNEE:0.01;LEG:0.01;NECK:0.05;SHOULDER:0.70	SHOULDER:1.00	SHOULDER:0.00	SHOULDER:1.00	SHOULDER:0.00
BELLY	61	Pama-Nyungan	human body part	6					
BREAST	61	Pama-Nyungan	human body part	1	CHEST:1.50	CHEST:2.00	CHEST:0.00	CHEST:2.00	CHEST:0.00
EAR	61	Pama-Nyungan	human body part	8					
FOOT	61	Pama-Nyungan	human body part	2	BACK:0.04;LEG:1.19;NECK:0.01;SHOULDER:0.01	LEG:7.00	LEG:0.01	LEG:5.00	LEG:0.01
HAND	61	Pama-Nyungan	human body part	5	ARM:1.18	ARM:1.00	ARM:1.00	ARM:1.00	ARM:1.00
HEAD	61	Pama-Nyungan	human body part	9	FACE:0.48;FOREHEAD:1.08	FOREHEAD:1.00	FOREHEAD:0.00	FOREHEAD:1.00	FOREHEAD:0.00
LEG	61	Pama-Nyungan	human body part	2	FOOT:1.19;BACK:0.01;MOUTH:0.01;NECK:0.02;SHOULDER:0.01;TOOTH:0.01	FOOT:7.00	FOOT:0.01	FOOT:5.00	FOOT:0.01
MOUTH	61	Pama-Nyungan	human body part	10	LEG:0.01;TOOTH:1.08	TOOTH:2.00	TOOTH:0.00	TOOTH:2.00	TOOTH:0.00
NOSE	61	Pama-Nyungan	human body part	13					
SHOULDER	61	Pama-Nyungan	human body part	4	FOOT:0.01;BACK:0.70;FACE:0.01;FOREHEAD:0.02;LEG:0.01;NECK:0.23	BACK:1.00	BACK:0.00	BACK:1.00	BACK:0.00
TOOTH	61	Pama-Nyungan	human body part	10	LEG:0.01;MOUTH:1.08	MOUTH:2.00	MOUTH:0.00	MOUTH:2.00	MOUTH:0.00
EYEBROW	61	Sino-Tibetan	human body part	3	EYELASH:2.25	EYELASH:4.00	EYELASH:0.25	EYELASH:3.00	EYELASH:0.14
PROUD	65	Sino-Tibetan	emotion	4	BAD:0.02;WANT:0.01				
CHEEK	67	Sino-Tibetan	human body part	7	ARM:0.12;CHIN:0.12;ELBOW:0.02;FACE:0.33;FINGER:0.01;HAND:0.23;JAW:0.61;LIP:0.05;MOUTH:0.04;WRIST:0.01	HAND:1.00;JAW:2.00;FACE:2.00	HAND:0.00;JAW:0.01;FACE:0.00	FACE:2.00	FACE:0.00
TOE	7	Afro-Asiatic	human body part	11	FINGER:1.30	FINGER:3.00	FINGER:0.18	FINGER:3.00	FINGER:0.18
BLUE	7	Arawakan	color	2	BLACK:0.59;GREEN:1.02	GREEN:3.00;BLACK:1.00	GREEN:0.18;BLACK:0.02	BLACK:1.00	BLACK:0.02
ENVY	7	Arawakan	emotion	1					
HIP	7	Arawakan	human body part	11					
ENVY	7	Austronesian	emotion	1					
HATE	7	Austronesian	emotion	2	ANGER:0.36;PAIN:0.19;BAD:0.49	BAD:1.00;ANGER:1.00	BAD:0.02;ANGER:0.02	ANGER:1.00	ANGER:0.02
PROUD	7	Austronesian	emotion	6					
REGRET	7	Austronesian	emotion	4	ANXIETY:0.08;PITY:0.37;GRIEF:0.46;LOVE:0.16;WANT:0.05;DOUBT:0.05	GRIEF:2.00;PITY:1.00	GRIEF:0.08;PITY:0.02	PITY:1.00	PITY:0.02
ANKLE	7	Cariban	human body part	4	HEEL:3.00	HEEL:1.00	HEEL:0.06	HEEL:1.00	HEEL:0.06
LEG	7	Cariban	human body part	3	FOOT:1.58;TOE:0.49	FOOT:3.00	FOOT:0.18	FOOT:3.00	FOOT:0.18
ANXIETY	7	Pano-Tacanan	emotion	2	PAIN:0.32				
NIPPLE	7	Pano-Tacanan	human body part	1	BREAST:1.80;CHEST:0.28	BREAST:2.00	BREAST:0.08	BREAST:2.00	BREAST:0.08
BELLY	7	Turkic	human body part	8					
BUTTOCKS	71	Sino-Tibetan	human body part	2	FOOT:0.01;BACK:0.13;HIP:0.80;LEG:0.03;NECK:0.01	HIP:1.00	HIP:0.00	HIP:1.00	HIP:0.00
BLUE	73	Sino-Tibetan	color	1	GREY:0.54;RED:0.05;BLACK:0.01;YELLOW:0.03;GREEN:0.38	GREEN:7.00;GREY:4.00;RED:1.00	GREEN:0.01;GREY:0.01;RED:0.00	RED:1.00	RED:0.00
LIP	77	Sino-Tibetan	human body part	7	CHEEK:0.05;CHIN:0.51;FACE:0.06;HEAD:0.01;JAW:0.10;MOUTH:0.41	MOUTH:2.00;CHIN:2.00	MOUTH:0.00;CHIN:0.00	CHIN:2.00	CHIN:0.00
