ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
northeuralex-olo-BONE-1,northeuralex-olo-44_bone-1,northeuralex-olo,BONE,luu,luː,l uː,,,,,,
northeuralex-olo-BRAIN-1,northeuralex-olo-45_brain-1,northeuralex-olo,BRAIN,aivot,ɑivɔt,ɑ i v ɔ t,,,,,,
northeuralex-olo-HEART-1,northeuralex-olo-46_heart-1,northeuralex-olo,HEART,syväin,sʏvæin,s ʏ v æ i n,,,,,,
northeuralex-olo-STOMACH-1,northeuralex-olo-47_stomach-1,northeuralex-olo,STOMACH,maha,mɑhɑ,m ɑ h ɑ,,,,,,
northeuralex-olo-STOMACH-2,northeuralex-olo-47_stomach-2,northeuralex-olo,STOMACH,vačču,vɑt͡ʃːʊ,v ɑ tʃː ʊ,,,,,,
northeuralex-olo-LIVER-1,northeuralex-olo-48_liver-1,northeuralex-olo,LIVER,maksu,mɑksʊ,m ɑ k s ʊ,,,,,,
northeuralex-olo-JOY-1,northeuralex-olo-212_joy-1,northeuralex-olo,JOY,ihalmo,ihɑlmɔ,i h ɑ l m ɔ,,,,,,
northeuralex-olo-JOY-2,northeuralex-olo-212_joy-2,northeuralex-olo,JOY,ihastus,ihɑstʊs,i h ɑ s t ʊ s,,,,,,
northeuralex-olo-HAPPINESS-1,northeuralex-olo-214_happiness-1,northeuralex-olo,HAPPINESS,oza,ɔzɑ,ɔ z ɑ,,,,,,
northeuralex-olo-GRIEF-1,northeuralex-olo-215_grief-1,northeuralex-olo,GRIEF,hädä,hædæ,h æ d æ,,,,,,
northeuralex-olo-GRIEF-2,northeuralex-olo-215_grief-2,northeuralex-olo,GRIEF,gor'a,ɡɔrʲɑ,g ɔ rʲ ɑ,,,,,,
northeuralex-olo-LONGINGWISH-1,northeuralex-olo-217_desire-1,northeuralex-olo,LONGINGWISH,himo,himɔ,h i m ɔ,,,,,,
northeuralex-olo-PAIN-1,northeuralex-olo-395_pain-1,northeuralex-olo,PAIN,kibu,kibʊ,k i b ʊ,,,,,,
northeuralex-olo-PAIN-2,northeuralex-olo-395_pain-2,northeuralex-olo,PAIN,kivistys,kivistʏs,k i v i s t ʏ s,,,,,,
northeuralex-olo-BLACK-1,northeuralex-olo-524_black-1,northeuralex-olo,BLACK,mustu,mʊstʊ,m ʊ s t ʊ,,,,,,
northeuralex-olo-WHITE-1,northeuralex-olo-525_white-1,northeuralex-olo,WHITE,valgei,vɑlɡɛi,v ɑ l g ɛi,,,,,,
northeuralex-olo-RED-1,northeuralex-olo-526_red-1,northeuralex-olo,RED,ruskei,rʊskɛi,r ʊ s k ɛi,,,,,,
northeuralex-olo-YELLOW-1,northeuralex-olo-527_yellow-1,northeuralex-olo,YELLOW,keldaine,kɛldɑinɛ,k ɛ l d ɑ i n ɛ,,,,,,
northeuralex-olo-BLUE-1,northeuralex-olo-528_blue-1,northeuralex-olo,BLUE,sinine,sininɛ,s i n i n ɛ,,,,,,
northeuralex-olo-GREEN-1,northeuralex-olo-529_green-1,northeuralex-olo,GREEN,vihandu,vihɑndʊ,v i h ɑ n d ʊ,,,,,,
northeuralex-olo-GREEN-2,northeuralex-olo-529_green-2,northeuralex-olo,GREEN,heinänkarvaine,hɛinæŋkɑrvɑinɛ,h ɛi n æ ŋ k ɑ r v ɑ i n ɛ,,,,,,
northeuralex-olo-GREY-1,northeuralex-olo-530_grey-1,northeuralex-olo,GREY,harmai,hɑrmɑi,h ɑ r m ɑ i,,,,,,
northeuralex-vep-EYE-1,northeuralex-vep-1_eye-1,northeuralex-vep,EYE,sil'm,silʲm,s i lʲ m,,,,,,
northeuralex-vep-EAR-1,northeuralex-vep-2_ear-1,northeuralex-vep,EAR,korv,kɔrv,k ɔ r v,,,,,,
northeuralex-vep-NOSE-1,northeuralex-vep-3_nose-1,northeuralex-vep,NOSE,nena,nɛnɑ,n ɛ n ɑ,,,,,,
northeuralex-vep-MOUTH-1,northeuralex-vep-4_mouth-1,northeuralex-vep,MOUTH,su,sʊ,s ʊ,,,,,,
northeuralex-vep-TOOTH-1,northeuralex-vep-5_tooth-1,northeuralex-vep,TOOTH,pi,pi,p i,,,,,,
northeuralex-vep-TOOTH-2,northeuralex-vep-5_tooth-2,northeuralex-vep,TOOTH,hambaz,hɑmbɑz,h ɑ m b ɑ z,,,,,,
northeuralex-vep-TONGUE-1,northeuralex-vep-6_tongue-1,northeuralex-vep,TONGUE,kel',kɛlʲ,k ɛ lʲ,,,,,,
northeuralex-vep-LIP-1,northeuralex-vep-7_lip-1,northeuralex-vep,LIP,hul',hʊlʲ,h ʊ lʲ,,,,,,
northeuralex-vep-CHEEK-1,northeuralex-vep-8_cheek-1,northeuralex-vep,CHEEK,modpolišk,mɔdpɔliʃk,m ɔ d p ɔ l i ʃ k,,,,,,
northeuralex-vep-FACE-1,northeuralex-vep-9_face-1,northeuralex-vep,FACE,mod,mɔd,m ɔ d,,,,,,
northeuralex-vep-FOREHEAD-1,northeuralex-vep-10_forehead-1,northeuralex-vep,FOREHEAD,oc,ɔt͡s,ɔ ts,,,,,,
northeuralex-vep-HAIR-1,northeuralex-vep-11_hair-1,northeuralex-vep,HAIR,tuk,tʊk,t ʊ k,,,,,,
northeuralex-vep-HAIR-2,northeuralex-vep-11_hair-2,northeuralex-vep,HAIR,hibuz,hibʊz,h i b ʊ z,,,,,,
northeuralex-vep-MOUSTACHE-1,northeuralex-vep-12_moustache-1,northeuralex-vep,MOUSTACHE,habinod,hɑbinɔd,h ɑ b i n ɔ d,,,,,,
northeuralex-vep-BEARD-1,northeuralex-vep-13_beard-1,northeuralex-vep,BEARD,bard,bɑrd,b ɑ r d,,,,,,
northeuralex-vep-CHIN-1,northeuralex-vep-14_chin-1,northeuralex-vep,CHIN,löug,lœʊɡ,l œ ʊ g,,,,,,
northeuralex-vep-JAW-1,northeuralex-vep-15_jaw-1,northeuralex-vep,JAW,hambazlu,hɑmbɑzlʊ,h ɑ m b ɑ z l ʊ,,,,,,
northeuralex-vep-THROAT-1,northeuralex-vep-16_throat-1,northeuralex-vep,THROAT,kurk,kʊrk,k ʊ r k,,,,,,
northeuralex-vep-NECK-1,northeuralex-vep-17_neck-1,northeuralex-vep,NECK,kagl,kɑɡl,k ɑ g l,,,,,,
northeuralex-vep-NAPEOFNECK-1,northeuralex-vep-18_nape-1,northeuralex-vep,NAPEOFNECK,tagarai,tɑɡɑrɑi,t ɑ g ɑ r ɑ i,,,,,,
northeuralex-vep-HEAD-1,northeuralex-vep-19_head-1,northeuralex-vep,HEAD,pä,pæ,p æ,,,,,,
northeuralex-vep-BACK-1,northeuralex-vep-20_back-1,northeuralex-vep,BACK,sel'g,sɛlʲɡ,s ɛ lʲ g,,,,,,
northeuralex-vep-BELLY-1,northeuralex-vep-21_belly-1,northeuralex-vep,BELLY,vac,vɑt͡s,v ɑ ts,,,,,,
northeuralex-vep-BELLY-2,northeuralex-vep-21_belly-2,northeuralex-vep,BELLY,koht,kɔxt,k ɔ x t,,,,,,
northeuralex-vep-NAVEL-1,northeuralex-vep-22_navel-1,northeuralex-vep,NAVEL,naba,nɑbɑ,n ɑ b ɑ,,,,,,
northeuralex-vep-BREAST-1,northeuralex-vep-23_bosom-1,northeuralex-vep,BREAST,niža,niʒɑ,n i ʒ ɑ,,,,,,
northeuralex-vep-CHEST-1,northeuralex-vep-24_breast-1,northeuralex-vep,CHEST,rind,rind,r i n d,,,,,,
northeuralex-vep-SHOULDER-1,northeuralex-vep-25_shoulder-1,northeuralex-vep,SHOULDER,oug,ɔʊɡ,ɔ ʊ g,,,,,,
northeuralex-vep-ARM-1,northeuralex-vep-26_arm-1,northeuralex-vep,ARM,käzi,kæzi,k æ z i,,,,,,
northeuralex-vep-ELBOW-1,northeuralex-vep-27_elbow-1,northeuralex-vep,ELBOW,künambruz,kʏnɑmbrʊz,k ʏ n ɑ m b r ʊ z,,,,,,
northeuralex-vep-HAND-1,northeuralex-vep-28_hand-1,northeuralex-vep,HAND,käzi,kæzi,k æ z i,,,,,,
northeuralex-vep-HAND-2,northeuralex-vep-28_hand-2,northeuralex-vep,HAND,käzitera,kæzitɛrɑ,k æ z i t ɛ r ɑ,,,,,,
northeuralex-vep-PALMOFHAND-1,northeuralex-vep-29_palm-1,northeuralex-vep,PALMOFHAND,kämen,kæmɛn,k æ m ɛ n,,,,,,
northeuralex-vep-FINGER-1,northeuralex-vep-30_finger-1,northeuralex-vep,FINGER,sor'm,sɔrʲm,s ɔ rʲ m,,,,,,
northeuralex-vep-FINGERNAIL-1,northeuralex-vep-31_fingernail-1,northeuralex-vep,FINGERNAIL,künz',kʏnzʲ,k ʏ n zʲ,,,,,,
northeuralex-vep-TOE-1,northeuralex-vep-33_toe-1,northeuralex-vep,TOE,barbaz,bɑrbɑz,b ɑ r b ɑ z,,,,,,
northeuralex-vep-FOOT-1,northeuralex-vep-34_foot-1,northeuralex-vep,FOOT,jaug,jɑʊɡ,j ɑʊ g,,,,,,
northeuralex-vep-HEEL-1,northeuralex-vep-35_heel-1,northeuralex-vep,HEEL,kand,kɑnd,k ɑ n d,,,,,,
northeuralex-vep-KNEE-1,northeuralex-vep-36_knee-1,northeuralex-vep,KNEE,komb,kɔmb,k ɔ m b,,,,,,
northeuralex-vep-KNEE-2,northeuralex-vep-36_knee-2,northeuralex-vep,KNEE,pol'v,pɔlʲv,p ɔ lʲ v,,,,,,
northeuralex-vep-UPPERLEGTHIGH-1,northeuralex-vep-37_thigh-1,northeuralex-vep,UPPERLEGTHIGH,riiže,riːʒɛ,r iː ʒ ɛ,,,,,,
northeuralex-vep-LEG-1,northeuralex-vep-38_leg-1,northeuralex-vep,LEG,jaug,jɑʊɡ,j ɑʊ g,,,,,,
northeuralex-vep-BODY-1,northeuralex-vep-39_body-1,northeuralex-vep,BODY,hibj,hibj,h i b j,,,,,,
northeuralex-vep-SKIN-1,northeuralex-vep-40_skin-1,northeuralex-vep,SKIN,nahk,nɑxk,n ɑ x k,,,,,,
northeuralex-vep-VEIN-1,northeuralex-vep-42_vein-1,northeuralex-vep,VEIN,son',sɔnʲ,s ɔ nʲ,,,,,,
northeuralex-vep-TENDON-1,northeuralex-vep-43_sinew-1,northeuralex-vep,TENDON,jände,jændɛ,j æ n d ɛ,,,,,,
northeuralex-vep-BONE-1,northeuralex-vep-44_bone-1,northeuralex-vep,BONE,lu,lʊ,l ʊ,,,,,,
northeuralex-vep-BRAIN-1,northeuralex-vep-45_brain-1,northeuralex-vep,BRAIN,aivod,ɑivɔd,ɑ i v ɔ d,,,,,,
northeuralex-vep-HEART-1,northeuralex-vep-46_heart-1,northeuralex-vep,HEART,südäin,sʏdæin,s ʏ d æ i n,,,,,,
northeuralex-vep-STOMACH-1,northeuralex-vep-47_stomach-1,northeuralex-vep,STOMACH,südäikoht,sʏdæikɔxt,s ʏ d æ i k ɔ x t,,,,,,
northeuralex-vep-LIVER-1,northeuralex-vep-48_liver-1,northeuralex-vep,LIVER,maks,mɑks,m ɑ k s,,,,,,
northeuralex-vep-JOY-1,northeuralex-vep-212_joy-1,northeuralex-vep,JOY,ilo,ilɔ,i l ɔ,,,,,,
northeuralex-vep-JOY-2,northeuralex-vep-212_joy-2,northeuralex-vep,JOY,ihastuz,ihɑstʊz,i h ɑ s t ʊ z,,,,,,
northeuralex-vep-HAPPINESS-1,northeuralex-vep-214_happiness-1,northeuralex-vep,HAPPINESS,oza,ɔzɑ,ɔ z ɑ,,,,,,
northeuralex-vep-GRIEF-1,northeuralex-vep-215_grief-1,northeuralex-vep,GRIEF,gor'a,ɡɔrʲɑ,g ɔ rʲ ɑ,,,,,,
northeuralex-vep-LONGINGWISH-1,northeuralex-vep-217_desire-1,northeuralex-vep,LONGINGWISH,himo,himɔ,h i m ɔ,,,,,,
northeuralex-vep-PAIN-1,northeuralex-vep-395_pain-1,northeuralex-vep,PAIN,kibu,kibʊ,k i b ʊ,,,,,,
northeuralex-vep-BLACK-1,northeuralex-vep-524_black-1,northeuralex-vep,BLACK,must,mʊst,m ʊ s t,,,,,,
northeuralex-vep-WHITE-1,northeuralex-vep-525_white-1,northeuralex-vep,WHITE,vauged,vɑʊɡɛd,v ɑʊ g ɛ d,,,,,,
northeuralex-vep-RED-1,northeuralex-vep-526_red-1,northeuralex-vep,RED,rusked,rʊskɛd,r ʊ s k ɛ d,,,,,,
northeuralex-vep-YELLOW-1,northeuralex-vep-527_yellow-1,northeuralex-vep,YELLOW,pakuine,pɑkʊinɛ,p ɑ k ʊi n ɛ,,,,,,
northeuralex-vep-BLUE-1,northeuralex-vep-528_blue-1,northeuralex-vep,BLUE,sinine,sininɛ,s i n i n ɛ,,,,,,
northeuralex-vep-GREEN-1,northeuralex-vep-529_green-1,northeuralex-vep,GREEN,vihand,vihɑnd,v i h ɑ n d,,,,,,
northeuralex-vep-GREY-1,northeuralex-vep-530_grey-1,northeuralex-vep,GREY,hahk,hɑxk,h ɑ x k,,,,,,
northeuralex-ekk-EYE-1,northeuralex-ekk-1_eye-1,northeuralex-ekk,EYE,silm,sʲilm,sʲ i l m,,,,,,
northeuralex-ekk-EAR-1,northeuralex-ekk-2_ear-1,northeuralex-ekk,EAR,kõrv,kɤrv,k ɤ r v,,,,,,
northeuralex-ekk-NOSE-1,northeuralex-ekk-3_nose-1,northeuralex-ekk,NOSE,nina,nʲinɑ,nʲ i n ɑ,,,,,,
northeuralex-ekk-MOUTH-1,northeuralex-ekk-4_mouth-1,northeuralex-ekk,MOUTH,suu,suː,s uː,,,,,,
northeuralex-ekk-TOOTH-1,northeuralex-ekk-5_tooth-1,northeuralex-ekk,TOOTH,hammas,hɑmːɑs,h ɑ mː ɑ s,,,,,,
northeuralex-ekk-TONGUE-1,northeuralex-ekk-6_tongue-1,northeuralex-ekk,TONGUE,keel,keːl,k eː l,,,,,,
northeuralex-ekk-LIP-1,northeuralex-ekk-7_lip-1,northeuralex-ekk,LIP,huul,huːl,h uː l,,,,,,
northeuralex-ekk-CHEEK-1,northeuralex-ekk-8_cheek-1,northeuralex-ekk,CHEEK,põsk,pɤsk,p ɤ s k,,,,,,
northeuralex-ekk-FACE-1,northeuralex-ekk-9_face-1,northeuralex-ekk,FACE,nägu,næɡ̥u,n æ g̊ u,,,,,,
northeuralex-ekk-FOREHEAD-1,northeuralex-ekk-10_forehead-1,northeuralex-ekk,FOREHEAD,otsmik,otsmik,o t s m i k,,,,,,
northeuralex-ekk-HAIR-1,northeuralex-ekk-11_hair-1,northeuralex-ekk,HAIR,juus,juːs,j uː s,,,,,,
northeuralex-ekk-MOUSTACHE-1,northeuralex-ekk-12_moustache-1,northeuralex-ekk,MOUSTACHE,vurrud,vurːud̥,v u rː u d̥,,,,,,
northeuralex-ekk-MOUSTACHE-2,northeuralex-ekk-12_moustache-2,northeuralex-ekk,MOUSTACHE,vuntsid,vuntsʲid̥,v u n t sʲ i d̥,,,,,,
northeuralex-ekk-BEARD-1,northeuralex-ekk-13_beard-1,northeuralex-ekk,BEARD,habe,hɑb̥e,h ɑ b̥ e,,,,,,
northeuralex-ekk-CHIN-1,northeuralex-ekk-14_chin-1,northeuralex-ekk,CHIN,lõug,lɤuɡ̥,l ɤ u g̊,,,,,,
northeuralex-ekk-JAW-1,northeuralex-ekk-15_jaw-1,northeuralex-ekk,JAW,lõualuu,lɤuɑluː,l ɤ u ɑ l uː,,,,,,
northeuralex-ekk-THROAT-1,northeuralex-ekk-16_throat-1,northeuralex-ekk,THROAT,kõri,kɤri,k ɤ r i,,,,,,
northeuralex-ekk-NECK-1,northeuralex-ekk-17_neck-1,northeuralex-ekk,NECK,kael,kɑel,k ɑ e l,,,,,,
northeuralex-ekk-NAPEOFNECK-1,northeuralex-ekk-18_nape-1,northeuralex-ekk,NAPEOFNECK,kukal,kukɑl,k u k ɑ l,,,,,,
northeuralex-ekk-HEAD-1,northeuralex-ekk-19_head-1,northeuralex-ekk,HEAD,pea,peɑ,p e ɑ,,,,,,
northeuralex-ekk-BACK-1,northeuralex-ekk-20_back-1,northeuralex-ekk,BACK,selg,sʲelɡ̥,sʲ e l g̊,,,,,,
northeuralex-ekk-BELLY-1,northeuralex-ekk-21_belly-1,northeuralex-ekk,BELLY,kõht,kɤxt,k ɤ x t,,,,,,
northeuralex-ekk-NAVEL-1,northeuralex-ekk-22_navel-1,northeuralex-ekk,NAVEL,naba,nɑb̥ɑ,n ɑ b̥ ɑ,,,,,,
northeuralex-ekk-BREAST-1,northeuralex-ekk-23_bosom-1,northeuralex-ekk,BREAST,rind,rind̥,r i n d̥,,,,,,
northeuralex-ekk-CHEST-1,northeuralex-ekk-24_breast-1,northeuralex-ekk,CHEST,rind,rind̥,r i n d̥,,,,,,
northeuralex-ekk-SHOULDER-1,northeuralex-ekk-25_shoulder-1,northeuralex-ekk,SHOULDER,õlg,ɤlɡ̥,ɤ l g̊,,,,,,
northeuralex-ekk-ARM-1,northeuralex-ekk-26_arm-1,northeuralex-ekk,ARM,käsivars,kæsʲivɑrs,k æ sʲ i v ɑ r s,,,,,,
northeuralex-ekk-ELBOW-1,northeuralex-ekk-27_elbow-1,northeuralex-ekk,ELBOW,küünarnukk,kyːnɑrnukː,k yː n ɑ r n u kː,,,,,,
northeuralex-ekk-HAND-1,northeuralex-ekk-28_hand-1,northeuralex-ekk,HAND,käsi,kæsʲi,k æ sʲ i,,,,,,
northeuralex-ekk-PALMOFHAND-1,northeuralex-ekk-29_palm-1,northeuralex-ekk,PALMOFHAND,pihk,pixk,p i x k,,,,,,
northeuralex-ekk-FINGER-1,northeuralex-ekk-30_finger-1,northeuralex-ekk,FINGER,sõrm,sɤrm,s ɤ r m,,,,,,
northeuralex-ekk-FINGERNAIL-1,northeuralex-ekk-31_fingernail-1,northeuralex-ekk,FINGERNAIL,küüs,kyːs,k yː s,,,,,,
northeuralex-ekk-TOE-1,northeuralex-ekk-33_toe-1,northeuralex-ekk,TOE,varvas,vɑrvɑs,v ɑ r v ɑ s,,,,,,
northeuralex-ekk-FOOT-1,northeuralex-ekk-34_foot-1,northeuralex-ekk,FOOT,jalg,jɑlɡ̥,j ɑ l g̊,,,,,,
northeuralex-ekk-HEEL-1,northeuralex-ekk-35_heel-1,northeuralex-ekk,HEEL,kand,kɑnd̥,k ɑ n d̥,,,,,,
northeuralex-ekk-KNEE-1,northeuralex-ekk-36_knee-1,northeuralex-ekk,KNEE,põlv,pɤlv,p ɤ l v,,,,,,
northeuralex-ekk-UPPERLEGTHIGH-1,northeuralex-ekk-37_thigh-1,northeuralex-ekk,UPPERLEGTHIGH,reis,reis,r ei s,,,,,,
northeuralex-ekk-LEG-1,northeuralex-ekk-38_leg-1,northeuralex-ekk,LEG,jalg,jɑlɡ̥,j ɑ l g̊,,,,,,
northeuralex-ekk-BODY-1,northeuralex-ekk-39_body-1,northeuralex-ekk,BODY,ihu,ihu,i h u,,,,,,
northeuralex-ekk-BODY-2,northeuralex-ekk-39_body-2,northeuralex-ekk,BODY,keha,kehɑ,k e h ɑ,,,,,,
northeuralex-ekk-SKIN-1,northeuralex-ekk-40_skin-1,northeuralex-ekk,SKIN,nahk,nɑxk,n ɑ x k,,,,,,
northeuralex-ekk-VEIN-1,northeuralex-ekk-42_vein-1,northeuralex-ekk,VEIN,veen,veːn,v eː n,,,,,,
northeuralex-ekk-TENDON-1,northeuralex-ekk-43_sinew-1,northeuralex-ekk,TENDON,kõõlus,kɤːlus,k ɤː l u s,,,,,,
northeuralex-ekk-BONE-1,northeuralex-ekk-44_bone-1,northeuralex-ekk,BONE,luu,luː,l uː,,,,,,
northeuralex-ekk-BRAIN-1,northeuralex-ekk-45_brain-1,northeuralex-ekk,BRAIN,aju,ɑju,ɑ j u,,,,,,
northeuralex-ekk-HEART-1,northeuralex-ekk-46_heart-1,northeuralex-ekk,HEART,süda,syd̥ɑ,s y d̥ ɑ,,,,,,
northeuralex-ekk-STOMACH-1,northeuralex-ekk-47_stomach-1,northeuralex-ekk,STOMACH,magu,mɑɡ̥u,m ɑ g̊ u,,,,,,
northeuralex-ekk-LIVER-1,northeuralex-ekk-48_liver-1,northeuralex-ekk,LIVER,maks,mɑks,m ɑ k s,,,,,,
northeuralex-ekk-JOY-1,northeuralex-ekk-212_joy-1,northeuralex-ekk,JOY,rõõm,rɤːm,r ɤː m,,,,,,
northeuralex-ekk-HAPPINESS-1,northeuralex-ekk-214_happiness-1,northeuralex-ekk,HAPPINESS,õnn,ɤnː,ɤ nː,,,,,,
northeuralex-ekk-GRIEF-1,northeuralex-ekk-215_grief-1,northeuralex-ekk,GRIEF,mure,mure,m u r e,,,,,,
northeuralex-ekk-GRIEF-2,northeuralex-ekk-215_grief-2,northeuralex-ekk,GRIEF,kurbus,kurb̥us,k u r b̥ u s,,,,,,
northeuralex-ekk-LONGINGWISH-1,northeuralex-ekk-217_desire-1,northeuralex-ekk,LONGINGWISH,himu,himu,h i m u,,,,,,
northeuralex-ekk-PAIN-1,northeuralex-ekk-395_pain-1,northeuralex-ekk,PAIN,valu,vɑlu,v ɑ l u,,,,,,
northeuralex-ekk-BLACK-1,northeuralex-ekk-524_black-1,northeuralex-ekk,BLACK,must,must,m u s t,,,,,,
northeuralex-ekk-WHITE-1,northeuralex-ekk-525_white-1,northeuralex-ekk,WHITE,valge,vɑlɡ̥e,v ɑ l g̊ e,,,,,,
northeuralex-ekk-RED-1,northeuralex-ekk-526_red-1,northeuralex-ekk,RED,punane,punɑnʲe,p u n ɑ nʲ e,,,,,,
northeuralex-ekk-YELLOW-1,northeuralex-ekk-527_yellow-1,northeuralex-ekk,YELLOW,kollane,kolːɑnʲe,k o lː ɑ nʲ e,,,,,,
northeuralex-ekk-BLUE-1,northeuralex-ekk-528_blue-1,northeuralex-ekk,BLUE,sinine,sʲinʲinʲe,sʲ i nʲ i nʲ e,,,,,,
northeuralex-ekk-GREEN-1,northeuralex-ekk-529_green-1,northeuralex-ekk,GREEN,roheline,rohelʲinʲe,r o h e lʲ i nʲ e,,,,,,
northeuralex-ekk-GREY-1,northeuralex-ekk-530_grey-1,northeuralex-ekk,GREY,hall,hɑlː,h ɑ lː,,,,,,
northeuralex-liv-EYE-1,northeuralex-liv-1_eye-1,northeuralex-liv,EYE,sīlma,siːlmɑ,s iː l m ɑ,,,,,,
northeuralex-liv-EAR-1,northeuralex-liv-2_ear-1,northeuralex-liv,EAR,kūora,kuːorɑ,k uː o r ɑ,,,,,,
northeuralex-liv-NOSE-1,northeuralex-liv-3_nose-1,northeuralex-liv,NOSE,nanā,nɑnɑː,n ɑ n ɑː,,,,,,
northeuralex-liv-MOUTH-1,northeuralex-liv-4_mouth-1,northeuralex-liv,MOUTH,sū,suː,s uː,,,,,,
northeuralex-liv-TOOTH-1,northeuralex-liv-5_tooth-1,northeuralex-liv,TOOTH,āmbaz,ɑːmbɑz,ɑː m b ɑ z,,,,,,
northeuralex-liv-TONGUE-1,northeuralex-liv-6_tongue-1,northeuralex-liv,TONGUE,kēļ,kɛːʎ,k ɛː ʎ,,,,,,
northeuralex-liv-LIP-1,northeuralex-liv-7_lip-1,northeuralex-liv,LIP,ūļ,uːʎ,uː ʎ,,,,,,
northeuralex-liv-CHEEK-1,northeuralex-liv-8_cheek-1,northeuralex-liv,CHEEK,pȯsk,pʊsk,p ʊ s k,,,,,,
northeuralex-liv-FACE-1,northeuralex-liv-9_face-1,northeuralex-liv,FACE,palg,pɑlɡ,p ɑ l g,,,,,,
northeuralex-liv-FOREHEAD-1,northeuralex-liv-10_forehead-1,northeuralex-liv,FOREHEAD,vȱntsa,vʊːntsɑ,v ʊː n t s ɑ,,,,,,
northeuralex-liv-HAIR-1,northeuralex-liv-11_hair-1,northeuralex-liv,HAIR,ibūkst,ibuːkst,i b uː k s t,,,,,,
northeuralex-liv-MOUSTACHE-1,northeuralex-liv-12_moustache-1,northeuralex-liv,MOUSTACHE,ūsõd,uːsɨd,uː s ɨ d,,,,,,
northeuralex-liv-BEARD-1,northeuralex-liv-13_beard-1,northeuralex-liv,BEARD,a’bbõnd,ɑˀbːɨnd,ɑ ʔ bː ɨ n d,,,,,,
northeuralex-liv-CHIN-1,northeuralex-liv-14_chin-1,northeuralex-liv,CHIN,lȭga,lɨːɡɑ,l ɨː g ɑ,,,,,,
northeuralex-liv-JAW-1,northeuralex-liv-15_jaw-1,northeuralex-liv,JAW,kiņņõ,kiɲːə,k i ɲː ə,,,,,,
northeuralex-liv-JAW-2,northeuralex-liv-15_jaw-2,northeuralex-liv,JAW,lȭgalū,lɨːɡɑluː,l ɨː g ɑ l uː,,,,,,
northeuralex-liv-THROAT-1,northeuralex-liv-16_throat-1,northeuralex-liv,THROAT,kurk,kurk,k u r k,,,,,,
northeuralex-liv-NECK-1,northeuralex-liv-17_neck-1,northeuralex-liv,NECK,ka’ggõl,kɑˀɡːɨl,k ɑ ʔ gː ɨ l,,,,,,
northeuralex-liv-NAPEOFNECK-1,northeuralex-liv-18_nape-1,northeuralex-liv,NAPEOFNECK,ki’r,kiˀr,k i ʔ r,,,,,,
northeuralex-liv-NAPEOFNECK-2,northeuralex-liv-18_nape-2,northeuralex-liv,NAPEOFNECK,ka’ggõl,kɑˀɡːɨl,k ɑ ʔ gː ɨ l,,,,,,
northeuralex-liv-HEAD-1,northeuralex-liv-19_head-1,northeuralex-liv,HEAD,pǟ,pæː,p æː,,,,,,
northeuralex-liv-BACK-1,northeuralex-liv-20_back-1,northeuralex-liv,BACK,sǟlga,sæːlɡɑ,s æː l g ɑ,,,,,,
northeuralex-liv-BELLY-1,northeuralex-liv-21_belly-1,northeuralex-liv,BELLY,vatsā,vɑtsɑː,v ɑ t s ɑː,,,,,,
northeuralex-liv-NAVEL-1,northeuralex-liv-22_navel-1,northeuralex-liv,NAVEL,nabā,nɑbɑː,n ɑ b ɑː,,,,,,
northeuralex-liv-BREAST-1,northeuralex-liv-23_bosom-1,northeuralex-liv,BREAST,rīnda,riːndɑ,r iː n d ɑ,,,,,,
northeuralex-liv-CHEST-1,northeuralex-liv-24_breast-1,northeuralex-liv,CHEST,rīnda,riːndɑ,r iː n d ɑ,,,,,,
northeuralex-liv-SHOULDER-1,northeuralex-liv-25_shoulder-1,northeuralex-liv,SHOULDER,a’b,ɑˀb,ɑ ʔ b,,,,,,
northeuralex-liv-ARM-1,northeuralex-liv-26_arm-1,northeuralex-liv,ARM,ke’ž,kɛˀʒ,k ɛ ʔ ʒ,,,,,,
northeuralex-liv-ELBOW-1,northeuralex-liv-27_elbow-1,northeuralex-liv,ELBOW,kīndõrbū,kiːndɨrbuː,k iː n d ɨ r b uː,,,,,,
northeuralex-liv-HAND-1,northeuralex-liv-28_hand-1,northeuralex-liv,HAND,ke’ž,kɛˀʒ,k ɛ ʔ ʒ,,,,,,
northeuralex-liv-HAND-2,northeuralex-liv-28_hand-2,northeuralex-liv,HAND,kä’dlabā,kæˀdlɑbɑː,k æ ʔ d l ɑ b ɑː,,,,,,
northeuralex-liv-PALMOFHAND-1,northeuralex-liv-29_palm-1,northeuralex-liv,PALMOFHAND,kä’dlabā,kæˀdlɑbɑː,k æ ʔ d l ɑ b ɑː,,,,,,
northeuralex-liv-FINGER-1,northeuralex-liv-30_finger-1,northeuralex-liv,FINGER,suorm,suorm,s u o r m,,,,,,
northeuralex-liv-FINGERNAIL-1,northeuralex-liv-31_fingernail-1,northeuralex-liv,FINGERNAIL,kīņtš,kiːɲtʃ,k iː ɲ t ʃ,,,,,,
northeuralex-liv-TOE-1,northeuralex-liv-33_toe-1,northeuralex-liv,TOE,vārbaz,vɑːrbɑz,v ɑː r b ɑ z,,,,,,
northeuralex-liv-FOOT-1,northeuralex-liv-34_foot-1,northeuralex-liv,FOOT,jālga,jɑːlɡɑ,j ɑː l g ɑ,,,,,,
