ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
marrisonnaga-Nruanghmei-CHEST-1,marrisonnaga-Nruanghmei-136_chestofbody-1,marrisonnaga-Nruanghmei,CHEST,ngang,ngang,ŋ a ŋ,,,,,,
marrisonnaga-Nruanghmei-CHIN-1,marrisonnaga-Nruanghmei-141_thechin-1,marrisonnaga-Nruanghmei,CHIN,kutang,kutang,k u t a ŋ,,,,,,
marrisonnaga-Nruanghmei-EAR-1,marrisonnaga-Nruanghmei-217_ear-1,marrisonnaga-Nruanghmei,EAR,nu◦kong,nu◦kong,n u + k o ŋ,,,,,,
marrisonnaga-Nruanghmei-ELBOW-1,marrisonnaga-Nruanghmei-229_elbow-1,marrisonnaga-Nruanghmei,ELBOW,cau,cau,tɕ au,,,,,,
marrisonnaga-Nruanghmei-EYE-1,marrisonnaga-Nruanghmei-240_eye-1,marrisonnaga-Nruanghmei,EYE,mik,mik,m i k,,,,,,
marrisonnaga-Nruanghmei-FACE-1,marrisonnaga-Nruanghmei-241_face-1,marrisonnaga-Nruanghmei,FACE,jau,jau,dʒ au,,,,,,
marrisonnaga-Nruanghmei-FINGER-1,marrisonnaga-Nruanghmei-265_finger-1,marrisonnaga-Nruanghmei,FINGER,ban◦jung,ban◦jung,b a n + dʒ u ŋ,,,,,,
marrisonnaga-Nruanghmei-FOOT-1,marrisonnaga-Nruanghmei-285_foot-1,marrisonnaga-Nruanghmei,FOOT,phai◦pa,phai◦pa,pʰ ai + p a,,,,,,
marrisonnaga-Nruanghmei-HAIRHEAD-1,marrisonnaga-Nruanghmei-328_hairofhead-1,marrisonnaga-Nruanghmei,HAIRHEAD,süm,süm,s ə m,,,,,,
marrisonnaga-Nruanghmei-HAND-1,marrisonnaga-Nruanghmei-331_hand-1,marrisonnaga-Nruanghmei,HAND,ban,ban,b a n,,,,,,
marrisonnaga-Nruanghmei-HEAD-1,marrisonnaga-Nruanghmei-337_head-1,marrisonnaga-Nruanghmei,HEAD,pi,pi,p i,,,,,,
marrisonnaga-Nruanghmei-HEART-1,marrisonnaga-Nruanghmei-340_heart-1,marrisonnaga-Nruanghmei,HEART,lüng◦ning,lüng◦ning,l ə ŋ + n i ŋ,,,,,,
marrisonnaga-Nruanghmei-HIP-1,marrisonnaga-Nruanghmei-351_hip-1,marrisonnaga-Nruanghmei,HIP,ling◦pei,ling◦pei,l i ŋ + p ei,,,,,,
marrisonnaga-Nruanghmei-KNEE-1,marrisonnaga-Nruanghmei-399_knee-1,marrisonnaga-Nruanghmei,KNEE,khu◦but,khu◦but,kʰ u + b u t,,,,,,
marrisonnaga-Nruanghmei-LEG-1,marrisonnaga-Nruanghmei-422_leg-1,marrisonnaga-Nruanghmei,LEG,tün,tün,t ə n,,,,,,
marrisonnaga-Nruanghmei-LIP-1,marrisonnaga-Nruanghmei-437_lip-1,marrisonnaga-Nruanghmei,LIP,ci,ci,tɕ i,,,,,,
marrisonnaga-Nruanghmei-MOUTH-1,marrisonnaga-Nruanghmei-488_mouth-1,marrisonnaga-Nruanghmei,MOUTH,muong,muong,m u o ŋ,,,,,,
marrisonnaga-Nruanghmei-NAVEL-1,marrisonnaga-Nruanghmei-497_navel-1,marrisonnaga-Nruanghmei,NAVEL,la,la,l a,,,,,,
marrisonnaga-Nruanghmei-NECK-1,marrisonnaga-Nruanghmei-500_neck-1,marrisonnaga-Nruanghmei,NECK,guong,guong,g u o ŋ,,,,,,
marrisonnaga-Nruanghmei-NOSE-1,marrisonnaga-Nruanghmei-517_nose-1,marrisonnaga-Nruanghmei,NOSE,nu◦ton,nu◦ton,n u + t o n,,,,,,
marrisonnaga-Nruanghmei-RIGHTHAND-1,marrisonnaga-Nruanghmei-606_righthand-1,marrisonnaga-Nruanghmei,RIGHTHAND,jütruimei,jütruimei,dʒ ə t r u i m ei,,,,,,
marrisonnaga-Nruanghmei-SHOULDER-1,marrisonnaga-Nruanghmei-662_shoulder-1,marrisonnaga-Nruanghmei,SHOULDER,bou,bou,b o u,,,,,,
marrisonnaga-Nruanghmei-SIDEBODY-1,marrisonnaga-Nruanghmei-668_sideofbody-1,marrisonnaga-Nruanghmei,SIDEBODY,kuaih,kuaih,k u ai h,,,,,,
marrisonnaga-Nruanghmei-SKIN-1,marrisonnaga-Nruanghmei-679_skin-1,marrisonnaga-Nruanghmei,SKIN,ka◦gi,ka◦gi,k a + g i,,,,,,
marrisonnaga-Nruanghmei-SKULL-1,marrisonnaga-Nruanghmei-681_skull-1,marrisonnaga-Nruanghmei,SKULL,pirou,pirou,p i r o u,,,,,,
marrisonnaga-Nruanghmei-UPPERLEGTHIGH-1,marrisonnaga-Nruanghmei-771_thigh-1,marrisonnaga-Nruanghmei,UPPERLEGTHIGH,nang,nang,n a ŋ,,,,,,
marrisonnaga-Nruanghmei-THROAT-1,marrisonnaga-Nruanghmei-785_throat-1,marrisonnaga-Nruanghmei,THROAT,rok,rok,r o k,,,,,,
marrisonnaga-Nruanghmei-TOE-1,marrisonnaga-Nruanghmei-797_toe-1,marrisonnaga-Nruanghmei,TOE,phaijung,phaijung,pʰ ai dʒ u ŋ,,,,,,
marrisonnaga-Nruanghmei-TONGUE-1,marrisonnaga-Nruanghmei-800_tongue-1,marrisonnaga-Nruanghmei,TONGUE,balei,balei,b a l ei,,,,,,
marrisonnaga-Nruanghmei-TOOTH-1,marrisonnaga-Nruanghmei-802_tooth-1,marrisonnaga-Nruanghmei,TOOTH,huh,huh,h u h,,,,,,
marrisonnaga-Nruanghmei-WAIST-1,marrisonnaga-Nruanghmei-836_waist-1,marrisonnaga-Nruanghmei,WAIST,sen,sen,s e n,,,,,,
marrisonnaga-Nruanghmei-WRIST-1,marrisonnaga-Nruanghmei-897_wrist-1,marrisonnaga-Nruanghmei,WRIST,banteng,banteng,b a n t e ŋ,,,,,,
marrisonnaga-Nruanghmei-FLESH-1,marrisonnaga-Nruanghmei-273_flesh-1,marrisonnaga-Nruanghmei,FLESH,zün,zün,z ə n,,,,,,
marrisonnaga-Nruanghmei-HEEL-1,marrisonnaga-Nruanghmei-344_heel-1,marrisonnaga-Nruanghmei,HEEL,phaicum,phaicum,pʰ ai tɕ u m,,,,,,
marrisonnaga-Nruanghmei-LEFTHAND-1,marrisonnaga-Nruanghmei-421_lefthand-1,marrisonnaga-Nruanghmei,LEFTHAND,mbai,mbai,m b ai,,,,,,
marrisonnaga-Nruanghmei-PAIN-1,marrisonnaga-Nruanghmei-540_pain-1,marrisonnaga-Nruanghmei,PAIN,suhmei,suhmei,s u h m ei,,,,,,
marrisonnaga-Nruanghmei-SHAME-1,marrisonnaga-Nruanghmei-653_shame-1,marrisonnaga-Nruanghmei,SHAME,zükmei,zükmei,z ə k m ei,,,,,,
marrisonnaga-Nruanghmei-BLACK-1,marrisonnaga-Nruanghmei-72_black-1,marrisonnaga-Nruanghmei,BLACK,miumei,miumei,m i u m ei,,,,,,
marrisonnaga-Nruanghmei-GREEN-1,marrisonnaga-Nruanghmei-323_greencolour-1,marrisonnaga-Nruanghmei,GREEN,ndiekmei,ndiekmei,n d i e k m ei,,,,,,
marrisonnaga-Nruanghmei-RED-1,marrisonnaga-Nruanghmei-594_red-1,marrisonnaga-Nruanghmei,RED,hangmei,hangmei,h a ŋ m ei,,,,,,
marrisonnaga-Nruanghmei-WHITE-1,marrisonnaga-Nruanghmei-866_white-1,marrisonnaga-Nruanghmei,WHITE,ngaumei,ngaumei,ŋ au m ei,,,,,,
marrisonnaga-Nruanghmei-YELLOW-1,marrisonnaga-Nruanghmei-903_yellow-1,marrisonnaga-Nruanghmei,YELLOW,njinmei,njinmei,n dʒ i n m ei,,,,,,
marrisonnaga-Ntenyi-ANKLE-1,marrisonnaga-Ntenyi-11_ankle-1,marrisonnaga-Ntenyi,ANKLE,achü-a◦nyang,achü-a◦nyang,a tɕʰ ə + a + n j a ŋ,,,,,,
marrisonnaga-Ntenyi-ARM-1,marrisonnaga-Ntenyi-17_arm-1,marrisonnaga-Ntenyi,ARM,a◦kwang,a◦kwang,a + k w a ŋ,,,,,,
marrisonnaga-Ntenyi-BACK-1,marrisonnaga-Ntenyi-30_backofthebody-1,marrisonnaga-Ntenyi,BACK,a◦ke◦sü,a◦ke◦sü,a + k e + s ə,,,,,,
marrisonnaga-Ntenyi-BELLY-1,marrisonnaga-Ntenyi-61_belly-1,marrisonnaga-Ntenyi,BELLY,pfü◦non,pfü◦non,pf ə + n o n,,,,,,
marrisonnaga-Ntenyi-BODY-1,marrisonnaga-Ntenyi-80_body-1,marrisonnaga-Ntenyi,BODY,aha,aha,a h a,,,,,,
marrisonnaga-Ntenyi-BONE-1,marrisonnaga-Ntenyi-82_bone-1,marrisonnaga-Ntenyi,BONE,mawü,mawü,m a w ə,,,,,,
marrisonnaga-Ntenyi-CALFOFLEG-1,marrisonnaga-Ntenyi-118_calfofleg-1,marrisonnaga-Ntenyi,CALFOFLEG,amezong,amezong,a m e z o ŋ,,,,,,
marrisonnaga-Ntenyi-CHEEK-1,marrisonnaga-Ntenyi-135_cheek-1,marrisonnaga-Ntenyi,CHEEK,thi◦bi,thi◦bi,tʰ i + b i,,,,,,
marrisonnaga-Ntenyi-EAR-1,marrisonnaga-Ntenyi-217_ear-1,marrisonnaga-Ntenyi,EAR,a◦khwe◦la,a◦khwe◦la,a + kʰ w e + l a,,,,,,
marrisonnaga-Ntenyi-EYE-1,marrisonnaga-Ntenyi-240_eye-1,marrisonnaga-Ntenyi,EYE,a◦nyang,a◦nyang,a + n j a ŋ,,,,,,
marrisonnaga-Ntenyi-FACE-1,marrisonnaga-Ntenyi-241_face-1,marrisonnaga-Ntenyi,FACE,tsi,tsi,ts i,,,,,,
marrisonnaga-Ntenyi-FINGER-1,marrisonnaga-Ntenyi-265_finger-1,marrisonnaga-Ntenyi,FINGER,gwünzungza,gwünzungza,g w ə n z u ŋ z a,,,,,,
marrisonnaga-Ntenyi-FOOT-1,marrisonnaga-Ntenyi-285_foot-1,marrisonnaga-Ntenyi,FOOT,achü,achü,a tɕʰ ə,,,,,,
marrisonnaga-Ntenyi-HAIRHEAD-1,marrisonnaga-Ntenyi-328_hairofhead-1,marrisonnaga-Ntenyi,HAIRHEAD,li◦sing,li◦sing,l i + s i ŋ,,,,,,
marrisonnaga-Ntenyi-HAIRBODY-1,marrisonnaga-Ntenyi-329_hairofbody-1,marrisonnaga-Ntenyi,HAIRBODY,ki◦nyün,ki◦nyün,k i + n j ə n,,,,,,
marrisonnaga-Ntenyi-HAND-1,marrisonnaga-Ntenyi-331_hand-1,marrisonnaga-Ntenyi,HAND,a◦gwün,a◦gwün,a + g w ə n,,,,,,
marrisonnaga-Ntenyi-HEAD-1,marrisonnaga-Ntenyi-337_head-1,marrisonnaga-Ntenyi,HEAD,a◦li,a◦li,a + l i,,,,,,
marrisonnaga-Ntenyi-HEART-1,marrisonnaga-Ntenyi-340_heart-1,marrisonnaga-Ntenyi,HEART,alepün,alepün,a l e p ə n,,,,,,
marrisonnaga-Ntenyi-KNEE-1,marrisonnaga-Ntenyi-399_knee-1,marrisonnaga-Ntenyi,KNEE,kuki,kuki,k u k i,,,,,,
marrisonnaga-Ntenyi-LEG-1,marrisonnaga-Ntenyi-422_leg-1,marrisonnaga-Ntenyi,LEG,achü,achü,a tɕʰ ə,,,,,,
marrisonnaga-Ntenyi-MOUTH-1,marrisonnaga-Ntenyi-488_mouth-1,marrisonnaga-Ntenyi,MOUTH,a◦pang,a◦pang,a + p a ŋ,,,,,,
marrisonnaga-Ntenyi-NAVEL-1,marrisonnaga-Ntenyi-497_navel-1,marrisonnaga-Ntenyi,NAVEL,a◦pfu◦yi,a◦pfu◦yi,a + pf u + j i,,,,,,
marrisonnaga-Ntenyi-NECK-1,marrisonnaga-Ntenyi-500_neck-1,marrisonnaga-Ntenyi,NECK,a◦sung,a◦sung,a + s u ŋ,,,,,,
marrisonnaga-Ntenyi-NOSE-1,marrisonnaga-Ntenyi-517_nose-1,marrisonnaga-Ntenyi,NOSE,a◦nya◦tsa,a◦nya◦tsa,a + n j a + ts a,,,,,,
marrisonnaga-Ntenyi-RIGHTHAND-1,marrisonnaga-Ntenyi-606_righthand-1,marrisonnaga-Ntenyi,RIGHTHAND,ajiwa,ajiwa,a dʒ i w a,,,,,,
marrisonnaga-Ntenyi-SHOULDER-1,marrisonnaga-Ntenyi-662_shoulder-1,marrisonnaga-Ntenyi,SHOULDER,a◦ta◦pfu,a◦ta◦pfu,a + t a + pf u,,,,,,
marrisonnaga-Ntenyi-BELLY-2,marrisonnaga-Ntenyi-61_belly-2,marrisonnaga-Ntenyi,BELLY,a◦pvu,a◦pvu,a + p v u,,,,,,
marrisonnaga-Ntenyi-BODY-2,marrisonnaga-Ntenyi-80_body-2,marrisonnaga-Ntenyi,BODY,akwou,akwou,a k w o u,,,,,,
marrisonnaga-Ntenyi-EAR-2,marrisonnaga-Ntenyi-217_ear-2,marrisonnaga-Ntenyi,EAR,a◦khuna,a◦khuna,a + kʰ u n a,,,,,,
marrisonnaga-Ntenyi-HAIRHEAD-2,marrisonnaga-Ntenyi-328_hairofhead-2,marrisonnaga-Ntenyi,HAIRHEAD,kepoughu,kepoughu,k e p o u gʰ u,,,,,,
marrisonnaga-Ntenyi-HAND-2,marrisonnaga-Ntenyi-331_hand-2,marrisonnaga-Ntenyi,HAND,a◦khwen,a◦khwen,a + kʰ w e n,,,,,,
marrisonnaga-Ntenyi-HEAD-2,marrisonnaga-Ntenyi-337_head-2,marrisonnaga-Ntenyi,HEAD,"nli, ayi",nli,n l i,,,,,,
marrisonnaga-Ntenyi-HEAD-3,marrisonnaga-Ntenyi-337_head-3,marrisonnaga-Ntenyi,HEAD,"nli, ayi",ayi,a j i,,,,,,
marrisonnaga-Ntenyi-KNEE-2,marrisonnaga-Ntenyi-399_knee-2,marrisonnaga-Ntenyi,KNEE,a◦khü◦phu,a◦khü◦phu,a + kʰ ə + pʰ u,,,,,,
marrisonnaga-Ntenyi-MOUTH-2,marrisonnaga-Ntenyi-488_mouth-2,marrisonnaga-Ntenyi,MOUTH,a◦pan,a◦pan,a + p a n,,,,,,
marrisonnaga-Ntenyi-RIGHTHAND-2,marrisonnaga-Ntenyi-606_righthand-2,marrisonnaga-Ntenyi,RIGHTHAND,aziwa,aziwa,a z i w a,,,,,,
marrisonnaga-Ntenyi-SKULL-1,marrisonnaga-Ntenyi-681_skull-1,marrisonnaga-Ntenyi,SKULL,nulighu,nulighu,n u l i gʰ u,,,,,,
marrisonnaga-Ntenyi-UPPERLEGTHIGH-1,marrisonnaga-Ntenyi-771_thigh-1,marrisonnaga-Ntenyi,UPPERLEGTHIGH,a◦pe◦tsü,a◦pe◦tsü,a + p e + ts ə,,,,,,
marrisonnaga-Ntenyi-THROAT-1,marrisonnaga-Ntenyi-785_throat-1,marrisonnaga-Ntenyi,THROAT,a◦ki◦yang,a◦ki◦yang,a + k i + j a ŋ,,,,,,
marrisonnaga-Ntenyi-TONGUE-1,marrisonnaga-Ntenyi-800_tongue-1,marrisonnaga-Ntenyi,TONGUE,a◦meli,a◦meli,a + m e l i,,,,,,
marrisonnaga-Ntenyi-TOOTH-1,marrisonnaga-Ntenyi-802_tooth-1,marrisonnaga-Ntenyi,TOOTH,a◦ha,a◦ha,a + h a,,,,,,
marrisonnaga-Ntenyi-WAIST-1,marrisonnaga-Ntenyi-836_waist-1,marrisonnaga-Ntenyi,WAIST,a◦khü◦shü,a◦khü◦shü,a + kʰ ə + ʃ ə,,,,,,
marrisonnaga-Ntenyi-FLESH-1,marrisonnaga-Ntenyi-273_flesh-1,marrisonnaga-Ntenyi,FLESH,a◦sa,a◦sa,a + s a,,,,,,
marrisonnaga-Ntenyi-LEFTHAND-1,marrisonnaga-Ntenyi-421_lefthand-1,marrisonnaga-Ntenyi,LEFTHAND,tongvuwa,tongvuwa,t o ŋ v u w a,,,,,,
marrisonnaga-Ntenyi-BLACK-1,marrisonnaga-Ntenyi-72_black-1,marrisonnaga-Ntenyi,BLACK,kenimero,kenimero,k e n i m e r o,,,,,,
marrisonnaga-Ntenyi-RED-1,marrisonnaga-Ntenyi-594_red-1,marrisonnaga-Ntenyi,RED,kemwe,kemwe,k e m w e,,,,,,
marrisonnaga-Ntenyi-WHITE-1,marrisonnaga-Ntenyi-866_white-1,marrisonnaga-Ntenyi,WHITE,kemechi,kemechi,k e m e tɕʰ i,,,,,,
marrisonnaga-Phom-HAIRHEAD-1,marrisonnaga-Phom-328_hairofhead-1,marrisonnaga-Phom,HAIRHEAD,shu,shu,ʃ u,,,,,,
marrisonnaga-Phom-ARM-1,marrisonnaga-Phom-17_arm-1,marrisonnaga-Phom,ARM,lak,lak,l a k,,,,,,
marrisonnaga-Phom-BACK-1,marrisonnaga-Phom-30_backofthebody-1,marrisonnaga-Phom,BACK,tok,tok,t o k,,,,,,
marrisonnaga-Phom-BELLY-1,marrisonnaga-Phom-61_belly-1,marrisonnaga-Phom,BELLY,vonmong,vonmong,v o n m o ŋ,,,,,,
marrisonnaga-Phom-BODY-1,marrisonnaga-Phom-80_body-1,marrisonnaga-Phom,BODY,büm,büm,b ə m,,,,,,
marrisonnaga-Phom-BONE-1,marrisonnaga-Phom-82_bone-1,marrisonnaga-Phom,BONE,vang,vang,v a ŋ,,,,,,
marrisonnaga-Phom-BREAST-1,marrisonnaga-Phom-94_breast-1,marrisonnaga-Phom,BREAST,a◦ma,a◦ma,a + m a,,,,,,
marrisonnaga-Phom-CHEEK-1,marrisonnaga-Phom-135_cheek-1,marrisonnaga-Phom,CHEEK,na◦min,na◦min,n a + m i n,,,,,,
marrisonnaga-Phom-CHEST-1,marrisonnaga-Phom-136_chestofbody-1,marrisonnaga-Phom,CHEST,ja◦pa,ja◦pa,dʒ a + p a,,,,,,
marrisonnaga-Phom-EAR-1,marrisonnaga-Phom-217_ear-1,marrisonnaga-Phom,EAR,thong,thong,tʰ o ŋ,,,,,,
marrisonnaga-Phom-EYE-1,marrisonnaga-Phom-240_eye-1,marrisonnaga-Phom,EYE,mük,mük,m ə k,,,,,,
marrisonnaga-Phom-FACE-1,marrisonnaga-Phom-241_face-1,marrisonnaga-Phom,FACE,the,the,tʰ e,,,,,,
marrisonnaga-Phom-FINGER-1,marrisonnaga-Phom-265_finger-1,marrisonnaga-Phom,FINGER,lak◦jang,lak◦jang,l a k + dʒ a ŋ,,,,,,
marrisonnaga-Phom-FOOT-1,marrisonnaga-Phom-285_foot-1,marrisonnaga-Phom,FOOT,la,la,l a,,,,,,
marrisonnaga-Phom-HAIRHEAD-2,marrisonnaga-Phom-328_hairofhead-2,marrisonnaga-Phom,HAIRHEAD,shu,shu,ʃ u,,,,,,
marrisonnaga-Phom-HAIRBODY-1,marrisonnaga-Phom-329_hairofbody-1,marrisonnaga-Phom,HAIRBODY,mom,mom,m o m,,,,,,
marrisonnaga-Phom-HAND-1,marrisonnaga-Phom-331_hand-1,marrisonnaga-Phom,HAND,lak,lak,l a k,,,,,,
marrisonnaga-Phom-HEAD-1,marrisonnaga-Phom-337_head-1,marrisonnaga-Phom,HEAD,shangjing,shangjing,ʃ a ŋ dʒ i ŋ,,,,,,
marrisonnaga-Phom-HEART-1,marrisonnaga-Phom-340_heart-1,marrisonnaga-Phom,HEART,mong,mong,m o ŋ,,,,,,
marrisonnaga-Phom-KNEE-1,marrisonnaga-Phom-399_knee-1,marrisonnaga-Phom,KNEE,la◦shüh,la◦shüh,l a + ʃ ə h,,,,,,
marrisonnaga-Phom-LEG-1,marrisonnaga-Phom-422_leg-1,marrisonnaga-Phom,LEG,la,la,l a,,,,,,
marrisonnaga-Phom-MOUTH-1,marrisonnaga-Phom-488_mouth-1,marrisonnaga-Phom,MOUTH,ju,ju,dʒ u,,,,,,
marrisonnaga-Phom-NECK-1,marrisonnaga-Phom-500_neck-1,marrisonnaga-Phom,NECK,üng,üng,ə ŋ,,,,,,
marrisonnaga-Phom-NOSE-1,marrisonnaga-Phom-517_nose-1,marrisonnaga-Phom,NOSE,shung◦chu,shung◦chu,ʃ u ŋ + tɕʰ u,,,,,,
marrisonnaga-Phom-RIGHTHAND-1,marrisonnaga-Phom-606_righthand-1,marrisonnaga-Phom,RIGHTHAND,lak◦ta,lak◦ta,l a k + t a,,,,,,
marrisonnaga-Phom-SHOULDER-1,marrisonnaga-Phom-662_shoulder-1,marrisonnaga-Phom,SHOULDER,phak◦chong,phak◦chong,pʰ a k + tɕʰ o ŋ,,,,,,
marrisonnaga-Phom-FACE-2,marrisonnaga-Phom-241_face-2,marrisonnaga-Phom,FACE,she,she,ʃ e,,,,,,
marrisonnaga-Phom-SIDEBODY-1,marrisonnaga-Phom-668_sideofbody-1,marrisonnaga-Phom,SIDEBODY,hamshong,hamshong,h a m ʃ o ŋ,,,,,,
marrisonnaga-Phom-SKIN-1,marrisonnaga-Phom-679_skin-1,marrisonnaga-Phom,SKIN,shu,shu,ʃ u,,,,,,
marrisonnaga-Phom-SKULL-1,marrisonnaga-Phom-681_skull-1,marrisonnaga-Phom,SKULL,shangvang,shangvang,ʃ a ŋ v a ŋ,,,,,,
marrisonnaga-Phom-THROAT-1,marrisonnaga-Phom-785_throat-1,marrisonnaga-Phom,THROAT,üng,üng,ə ŋ,,,,,,
marrisonnaga-Phom-TONGUE-1,marrisonnaga-Phom-800_tongue-1,marrisonnaga-Phom,TONGUE,yei,yei,j ei,,,,,,
marrisonnaga-Phom-TOOTH-1,marrisonnaga-Phom-802_tooth-1,marrisonnaga-Phom,TOOTH,pha,pha,pʰ a,,,,,,
marrisonnaga-Phom-WAIST-1,marrisonnaga-Phom-836_waist-1,marrisonnaga-Phom,WAIST,shüng,shüng,ʃ ə ŋ,,,,,,
marrisonnaga-Phom-FLESH-1,marrisonnaga-Phom-273_flesh-1,marrisonnaga-Phom,FLESH,phai,phai,pʰ ai,,,,,,
marrisonnaga-Phom-LEFTHAND-1,marrisonnaga-Phom-421_lefthand-1,marrisonnaga-Phom,LEFTHAND,lak◦nyong,lak◦nyong,l a k + n j o ŋ,,,,,,
marrisonnaga-Phom-SHAME-1,marrisonnaga-Phom-653_shame-1,marrisonnaga-Phom,SHAME,veü,veü,v e ə,,,,,,
marrisonnaga-Phom-BLACK-1,marrisonnaga-Phom-72_black-1,marrisonnaga-Phom,BLACK,nyak◦pü,nyak◦pü,n j a k + p ə,,,,,,
marrisonnaga-Phom-GREEN-1,marrisonnaga-Phom-323_greencolour-1,marrisonnaga-Phom,GREEN,thingpü,thingpü,tʰ i ŋ p ə,,,,,,
marrisonnaga-Phom-RED-1,marrisonnaga-Phom-594_red-1,marrisonnaga-Phom,RED,hakeipü,hakeipü,h a k ei p ə,,,,,,
marrisonnaga-Phom-WHITE-1,marrisonnaga-Phom-866_white-1,marrisonnaga-Phom,WHITE,shupü,shupü,ʃ u p ə,,,,,,
marrisonnaga-Phom-PALMOFHAND-1,marrisonnaga-Phom-541_palmofhand-1,marrisonnaga-Phom,PALMOFHAND,lak◦pha,lak◦pha,l a k + pʰ a,,,,,,
marrisonnaga-Puiron-HAIRHEAD-1,marrisonnaga-Puiron-328_hairofhead-1,marrisonnaga-Puiron,HAIRHEAD,sam,sam,s a m,,,,,,
marrisonnaga-Puiron-ANKLE-1,marrisonnaga-Puiron-11_ankle-1,marrisonnaga-Puiron,ANKLE,ki◦mik,ki◦mik,k i + m i k,,,,,,
marrisonnaga-Puiron-ARM-1,marrisonnaga-Puiron-17_arm-1,marrisonnaga-Puiron,ARM,khut,khut,kʰ u t,,,,,,
marrisonnaga-Puiron-BACK-1,marrisonnaga-Puiron-30_backofthebody-1,marrisonnaga-Puiron,BACK,chung,chung,tɕʰ u ŋ,,,,,,
marrisonnaga-Puiron-BEARD-1,marrisonnaga-Puiron-49_beard-1,marrisonnaga-Puiron,BEARD,ku◦mun,ku◦mun,k u + m u n,,,,,,
marrisonnaga-Puiron-BELLY-1,marrisonnaga-Puiron-61_belly-1,marrisonnaga-Puiron,BELLY,bon,bon,b o n,,,,,,
marrisonnaga-Puiron-BODY-1,marrisonnaga-Puiron-80_body-1,marrisonnaga-Puiron,BODY,pum,pum,p u m,,,,,,
marrisonnaga-Puiron-BONE-1,marrisonnaga-Puiron-82_bone-1,marrisonnaga-Puiron,BONE,ru,ru,r u,,,,,,
marrisonnaga-Puiron-BREAST-1,marrisonnaga-Puiron-94_breast-1,marrisonnaga-Puiron,BREAST,se◦nu,se◦nu,s e + n u,,,,,,
marrisonnaga-Puiron-CALFOFLEG-1,marrisonnaga-Puiron-118_calfofleg-1,marrisonnaga-Puiron,CALFOFLEG,ki◦barai,ki◦barai,k i + b a r ai,,,,,,
marrisonnaga-Puiron-CHEEK-1,marrisonnaga-Puiron-135_cheek-1,marrisonnaga-Puiron,CHEEK,ka◦ben,ka◦ben,k a + b e n,,,,,,
marrisonnaga-Puiron-CHEST-1,marrisonnaga-Puiron-136_chestofbody-1,marrisonnaga-Puiron,CHEST,ka◦chang,ka◦chang,k a + tɕʰ a ŋ,,,,,,
marrisonnaga-Puiron-EAR-1,marrisonnaga-Puiron-217_ear-1,marrisonnaga-Puiron,EAR,kana,kana,k a n a,,,,,,
marrisonnaga-Puiron-ELBOW-1,marrisonnaga-Puiron-229_elbow-1,marrisonnaga-Puiron,ELBOW,khut◦ki,khut◦ki,kʰ u t + k i,,,,,,
marrisonnaga-Puiron-EYE-1,marrisonnaga-Puiron-240_eye-1,marrisonnaga-Puiron,EYE,mik,mik,m i k,,,,,,
marrisonnaga-Puiron-FACE-1,marrisonnaga-Puiron-241_face-1,marrisonnaga-Puiron,FACE,mai◦kum,mai◦kum,m ai + k u m,,,,,,
marrisonnaga-Puiron-FINGER-1,marrisonnaga-Puiron-265_finger-1,marrisonnaga-Puiron,FINGER,khutmaja,khutmaja,kʰ u t m a dʒ a,,,,,,
marrisonnaga-Puiron-FOOT-1,marrisonnaga-Puiron-285_foot-1,marrisonnaga-Puiron,FOOT,ki,ki,k i,,,,,,
marrisonnaga-Puiron-HAIRHEAD-2,marrisonnaga-Puiron-328_hairofhead-2,marrisonnaga-Puiron,HAIRHEAD,sam,sam,s a m,,,,,,
marrisonnaga-Puiron-HAND-1,marrisonnaga-Puiron-331_hand-1,marrisonnaga-Puiron,HAND,khut,khut,kʰ u t,,,,,,
marrisonnaga-Puiron-HEAD-1,marrisonnaga-Puiron-337_head-1,marrisonnaga-Puiron,HEAD,lu,lu,l u,,,,,,
marrisonnaga-Puiron-HIP-1,marrisonnaga-Puiron-351_hip-1,marrisonnaga-Puiron,HIP,mai◦kwok,mai◦kwok,m ai + k w o k,,,,,,
marrisonnaga-Puiron-KNEE-1,marrisonnaga-Puiron-399_knee-1,marrisonnaga-Puiron,KNEE,ki◦kok,ki◦kok,k i + k o k,,,,,,
marrisonnaga-Puiron-LEG-1,marrisonnaga-Puiron-422_leg-1,marrisonnaga-Puiron,LEG,ki,ki,k i,,,,,,
marrisonnaga-Puiron-LIP-1,marrisonnaga-Puiron-437_lip-1,marrisonnaga-Puiron,LIP,ka◦na,ka◦na,k a + n a,,,,,,
marrisonnaga-Puiron-MOUTH-1,marrisonnaga-Puiron-488_mouth-1,marrisonnaga-Puiron,MOUTH,mun,mun,m u n,,,,,,
marrisonnaga-Puiron-NAVEL-1,marrisonnaga-Puiron-497_navel-1,marrisonnaga-Puiron,NAVEL,koi,koi,k o i,,,,,,
marrisonnaga-Puiron-NECK-1,marrisonnaga-Puiron-500_neck-1,marrisonnaga-Puiron,NECK,ring,ring,r i ŋ,,,,,,
marrisonnaga-Puiron-NOSE-1,marrisonnaga-Puiron-517_nose-1,marrisonnaga-Puiron,NOSE,nap◦tong,nap◦tong,n a p + t o ŋ,,,,,,
